#Re    B    Pr    Pe    BPe    t    uh_rms    tdisp    mdisp    eta (local)    eta (global)    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    lam_Fr tdisp    lam_Fr mdisp    lam_Fr eta (local)    lam_Fr eta (global)    lam_Fr_vortz tdisp    lam_Fr_vortz mdisp    lam_Fr_vortz eta (local)    lam_Fr_vortz eta (global)    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    turb_Fr tdisp    turb_Fr mdisp    turb_Fr eta (local)    turb_Fr eta (global)    turb_Fr_vortz tdisp    turb_Fr_vortz mdisp    turb_Fr_vortz eta (local)    turb_Fr_vortz eta (global)    vlam    vturb    vlam_Fr    vturb_Fr    vlam_Fr_vortz    vturb_Fr_vortz    wrms    lam wrms    turb wrms    lam_Fr wrms    turb_Fr wrms    lam_Fr_vortz wrms    turb_Fr_vortz wrms    lam wrms wght    turb wrms wght    lam wrms eff wght    turb wrms eff wght    vortz_rms    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    6.9624e+01    1.6666e+00    3.5954e+00    4.8535e-01    7.2458e-01    5.4846e+01    5.8559e-01    5.6917e-01    4.3481e-01    6.5042e-01    3.4645e+01    6.3428e-01    6.5246e-01    5.2989e-01    7.9666e-01    7.4483e+01    5.3404e-01    5.1681e-01    4.3216e-01    6.4855e-01    3.4094e+01    6.3837e-01    6.5544e-01    5.1762e-01    7.7498e-01    6.8603e+01    5.4781e-01    5.3044e-01    4.3842e-01    6.5331e-01    3.5502e+01    6.2838e-01    6.4791e-01    5.4756e-01    8.3019e-01    8.3514e+01    5.1570e-01    4.9851e-01    4.9292e-01    5.0708e-01    3.9866e-01    6.0134e-01    5.9710e-01    4.0290e-01    4.1953e-01    6.8364e-01    2.5173e-01    4.1020e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.1590e+01    1.6953e+00    3.8907e+00    4.7825e-01    6.9908e-01    6.3770e+01    5.6938e-01    5.2296e-01    4.3047e-01    6.2179e-01    3.7684e+01    6.2122e-01    6.2264e-01    5.1886e-01    7.7114e-01    8.8089e+01    5.1639e-01    4.6679e-01    4.2643e-01    6.2133e-01    3.6767e+01    6.2606e-01    6.2824e-01    5.0855e-01    7.4865e-01    8.0984e+01    5.3010e-01    4.8037e-01    4.3559e-01    6.2543e-01    3.9077e+01    6.1498e-01    6.1546e-01    5.3242e-01    8.0250e-01    9.8443e+01    4.9835e-01    4.4909e-01    4.8248e-01    5.1752e-01    3.8931e-01    6.1069e-01    5.8406e-01    4.1594e-01    4.1486e-01    6.2905e-01    2.4471e-01    3.7105e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.3658e+01    1.6979e+00    3.4095e+00    4.3242e-01    6.2707e-01    5.0870e+01    5.8455e-01    5.5211e-01    4.0076e-01    6.1984e-01    3.2454e+01    6.3857e-01    6.5635e-01    4.6368e-01    6.3475e-01    7.0427e+01    5.2110e-01    4.7404e-01    3.9854e-01    6.2383e-01    3.1635e+01    6.4399e-01    6.6352e-01    4.5494e-01    6.2937e-01    6.4525e+01    5.3839e-01    4.9377e-01    4.0404e-01    6.1545e-01    3.3644e+01    6.3137e-01    6.4655e-01    4.7565e-01    6.4629e-01    7.9363e+01    4.9753e-01    4.4884e-01    5.1501e-01    4.8499e-01    4.1517e-01    5.8483e-01    6.2322e-01    3.7678e-01    3.9232e-01    5.4839e-01    2.3106e-01    3.2297e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.5705e+01    1.8516e+00    3.9526e+00    4.6060e-01    6.4715e-01    6.2357e+01    5.7189e-01    5.0928e-01    4.2321e-01    6.4627e-01    3.8297e+01    6.3307e-01    6.2791e-01    4.9035e-01    6.4791e-01    8.2962e+01    5.1374e-01    4.3851e-01    4.2052e-01    6.5235e-01    3.7516e+01    6.3894e-01    6.3488e-01    4.8126e-01    6.4428e-01    7.6048e+01    5.3134e-01    4.5864e-01    4.2699e-01    6.3652e-01    3.9541e+01    6.2436e-01    6.1683e-01    5.0372e-01    6.6196e-01    9.4162e+01    4.8945e-01    4.1280e-01    4.6132e-01    5.3868e-01    3.5532e-01    6.4468e-01    5.8229e-01    4.1771e-01    4.1596e-01    6.2208e-01    2.2465e-01    3.3597e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.7663e+01    1.7705e+00    4.2396e+00    5.2275e-01    8.7341e-01    7.7847e+01    5.5979e-01    5.2874e-01    4.8990e-01    8.3405e-01    4.9326e+01    6.1910e-01    6.2837e-01    5.4522e-01    9.0180e-01    9.8419e+01    5.1277e-01    4.7816e-01    4.8811e-01    8.2742e-01    4.8375e+01    6.2224e-01    6.3105e-01    5.3875e-01    8.9572e-01    9.2141e+01    5.2685e-01    4.9293e-01    4.9211e-01    8.3901e-01    5.0779e+01    6.1394e-01    6.2297e-01    5.5486e-01    9.1167e-01    1.0796e+02    4.9263e-01    4.5784e-01    4.1904e-01    5.8096e-01    3.2660e-01    6.7340e-01    5.2658e-01    4.7342e-01    4.8289e-01    6.3090e-01    2.7275e-01    3.5635e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    7.9738e+01    1.5787e+00    3.9116e+00    4.5211e-01    7.2599e-01    6.4639e+01    5.7203e-01    5.2900e-01    4.1568e-01    6.6849e-01    3.9027e+01    6.2804e-01    6.3139e-01    4.8188e-01    7.7657e-01    8.7165e+01    5.1780e-01    4.7116e-01    4.1397e-01    6.6867e-01    3.8290e+01    6.3155e-01    6.3588e-01    4.7450e-01    7.6200e-01    8.1191e+01    5.3125e-01    4.8414e-01    4.1831e-01    6.6908e-01    4.0108e+01    6.2282e-01    6.2522e-01    4.9154e-01    7.9796e-01    9.5660e+01    5.0048e-01    4.5479e-01    4.6795e-01    5.3205e-01    3.8583e-01    6.1417e-01    5.5842e-01    4.4158e-01    4.1408e-01    5.7467e-01    2.6229e-01    3.6401e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    8.2045e+01    1.5514e+00    3.1424e+00    3.9824e-01    5.4076e-01    4.5478e+01    5.8226e-01    5.4318e-01    3.7476e-01    5.0328e-01    3.0340e+01    6.3060e-01    6.2390e-01    4.2181e-01    5.8065e-01    6.1594e+01    5.2593e-01    4.8526e-01    3.7337e-01    5.0225e-01    2.9752e+01    6.3511e-01    6.2799e-01    4.1603e-01    5.6981e-01    5.7344e+01    5.3896e-01    4.9842e-01    3.7659e-01    5.0533e-01    3.1152e+01    6.2536e-01    6.1863e-01    4.2977e-01    5.9587e-01    6.7767e+01    5.0797e-01    4.6789e-01    5.1563e-01    4.8437e-01    4.3004e-01    5.6996e-01    6.0874e-01    3.9126e-01    3.6804e-01    4.7439e-01    2.3723e-01    3.0578e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    8.4273e+01    1.5537e+00    3.7643e+00    4.6036e-01    6.8648e-01    6.1567e+01    5.6635e-01    5.2719e-01    4.1746e-01    6.1985e-01    3.7743e+01    6.1868e-01    6.2154e-01    4.9553e-01    7.4597e-01    8.2838e+01    5.1516e-01    4.7383e-01    4.1561e-01    6.2034e-01    3.7120e+01    6.2246e-01    6.2563e-01    4.8693e-01    7.2894e-01    7.7261e+01    5.2719e-01    4.8546e-01    4.2091e-01    6.2104e-01    3.8742e+01    6.1343e-01    6.1583e-01    5.0587e-01    7.6925e-01    9.0435e+01    5.0051e-01    4.5964e-01    4.7168e-01    5.2832e-01    3.9098e-01    6.0902e-01    5.5844e-01    4.4156e-01    4.1735e-01    5.9296e-01    2.6861e-01    3.8164e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    8.6587e+01    1.5110e+00    3.1978e+00    3.8214e-01    4.9124e-01    4.6062e+01    5.6100e-01    5.1608e-01    3.6581e-01    4.7275e-01    3.2819e+01    6.0560e-01    5.9024e-01    3.9724e-01    5.0906e-01    5.8830e+01    5.1436e-01    4.6390e-01    3.6610e-01    4.7288e-01    3.2434e+01    6.0875e-01    5.9316e-01    3.9293e-01    5.0403e-01    5.5556e+01    5.2518e-01    4.7568e-01    3.6593e-01    4.7340e-01    3.3388e+01    6.0155e-01    5.8641e-01    4.0337e-01    5.1578e-01    6.3498e+01    4.9987e-01    4.4821e-01    4.9086e-01    5.0914e-01    4.1062e-01    5.8938e-01    5.7909e-01    4.2091e-01    3.6915e-01    4.5520e-01    2.4431e-01    3.0125e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.0399e+02    1.6609e+00    3.7130e+00    4.5977e-01    6.4292e-01    6.0384e+01    5.5721e-01    5.1567e-01    4.1547e-01    5.8854e-01    3.8740e+01    6.0848e-01    6.0305e-01    4.9559e-01    6.9092e-01    7.9489e+01    5.0768e-01    4.6501e-01    4.1426e-01    5.8572e-01    3.8152e+01    6.1220e-01    6.0556e-01    4.8517e-01    6.7743e-01    7.3798e+01    5.2124e-01    4.7861e-01    4.1777e-01    5.9004e-01    3.9646e+01    6.0286e-01    5.9812e-01    5.1082e-01    7.1401e-01    8.8264e+01    4.8918e-01    4.4719e-01    4.6885e-01    5.3115e-01    3.7631e-01    6.2369e-01    5.7345e-01    4.2655e-01    4.1627e-01    6.2617e-01    2.5062e-01    3.7700e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.2032e+02    1.5645e+00    3.8034e+00    4.8231e-01    6.9690e-01    6.6805e+01    5.5230e-01    5.1057e-01    4.4758e-01    6.3737e-01    4.2566e+01    6.0503e-01    5.9957e-01    5.0983e-01    7.4723e-01    8.7296e+01    5.0343e-01    4.6120e-01    4.4700e-01    6.3481e-01    4.1856e+01    6.0874e-01    6.0265e-01    5.0265e-01    7.3480e-01    8.2033e+01    5.1482e-01    4.7250e-01    4.4879e-01    6.3985e-01    4.3599e+01    5.9998e-01    5.9475e-01    5.1971e-01    7.6538e-01    9.4663e+01    4.8896e-01    4.4707e-01    4.5810e-01    5.4190e-01    3.7902e-01    6.2098e-01    5.4554e-01    4.5446e-01    4.4634e-01    5.9233e-01    2.8529e-01    3.7861e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.3871e+02    1.5310e+00    3.1956e+00    4.0675e-01    5.3488e-01    5.0460e+01    5.5721e-01    5.1457e-01    3.7830e-01    4.9595e-01    3.4190e+01    6.0277e-01    5.9193e-01    4.3374e-01    5.7441e-01    6.6981e+01    5.0678e-01    4.6167e-01    3.7729e-01    4.9467e-01    3.3608e+01    6.0615e-01    5.9545e-01    4.2690e-01    5.6413e-01    6.2716e+01    5.1872e-01    4.7354e-01    3.7989e-01    4.9673e-01    3.5008e+01    5.9788e-01    5.8659e-01    4.4317e-01    5.9079e-01    7.3100e+01    4.9158e-01    4.4696e-01    5.0383e-01    4.9617e-01    4.2105e-01    5.7895e-01    5.9435e-01    4.0565e-01    3.7458e-01    4.9849e-01    2.4467e-01    3.2561e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.5608e+02    1.7775e+00    4.0654e+00    4.9117e-01    7.8723e-01    7.2369e+01    5.6681e-01    5.2103e-01    4.5358e-01    7.3370e-01    4.5064e+01    6.2504e-01    6.1950e-01    5.2037e-01    8.3174e-01    9.5072e+01    5.1339e-01    4.6662e-01    4.5176e-01    7.3333e-01    4.4173e+01    6.2999e-01    6.2408e-01    5.1150e-01    8.1678e-01    8.7830e+01    5.2897e-01    4.8185e-01    4.5659e-01    7.3454e-01    4.6549e+01    6.1773e-01    6.1210e-01    5.3310e-01    8.5627e-01    1.0620e+02    4.9218e-01    4.4637e-01    4.5399e-01    5.4601e-01    3.5415e-01    6.4585e-01    5.6716e-01    4.3284e-01    4.4871e-01    6.0560e-01    2.5244e-01    3.4070e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.7457e+02    1.6485e+00    3.8384e+00    4.5685e-01    7.0899e-01    6.2790e+01    5.5820e-01    5.3033e-01    4.1190e-01    6.4746e-01    3.9032e+01    6.1007e-01    6.2389e-01    4.9132e-01    7.6049e-01    8.2673e+01    5.1075e-01    4.7913e-01    4.1013e-01    6.4816e-01    3.8380e+01    6.1420e-01    6.2808e-01    4.8188e-01    7.4427e-01    7.6945e+01    5.2298e-01    4.9168e-01    4.1448e-01    6.4650e-01    4.0047e+01    6.0393e-01    6.1750e-01    5.0496e-01    7.8729e-01    9.1288e+01    4.9496e-01    4.6307e-01    4.5560e-01    5.4440e-01    3.6703e-01    6.3297e-01    5.5615e-01    4.4385e-01    4.0909e-01    6.2547e-01    2.4816e-01    3.7942e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    1.9277e+02    1.3816e+00    3.0115e+00    3.9975e-01    5.0893e-01    4.3010e+01    5.6873e-01    5.4197e-01    3.6790e-01    4.7382e-01    2.9629e+01    6.1233e-01    6.1527e-01    4.3310e-01    5.4881e-01    5.8212e+01    5.1475e-01    4.8527e-01    3.6649e-01    4.7380e-01    2.9290e+01    6.1532e-01    6.1797e-01    4.2665e-01    5.3957e-01    5.4979e+01    5.2473e-01    4.9531e-01    3.6977e-01    4.7425e-01    3.0105e+01    6.0851e-01    6.1170e-01    4.4108e-01    5.6115e-01    6.2448e+01    5.0292e-01    4.7329e-01    5.3183e-01    4.6817e-01    4.6592e-01    5.3408e-01    6.0098e-01    3.9902e-01    3.6058e-01    5.2316e-01    2.6098e-01    3.7865e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    2.1051e+02    1.5459e+00    3.1155e+00    3.6057e-01    4.7238e-01    4.4558e+01    5.6057e-01    5.1459e-01    3.4916e-01    4.6120e-01    3.0788e+01    6.0894e-01    5.9967e-01    3.7216e-01    4.8410e-01    5.9003e+01    5.0487e-01    4.5069e-01    3.4904e-01    4.6252e-01    3.0305e+01    6.1329e-01    6.0415e-01    3.6888e-01    4.7968e-01    5.5121e+01    5.1806e-01    4.6531e-01    3.4911e-01    4.6044e-01    3.1469e+01    6.0355e-01    5.9402e-01    3.7752e-01    4.9073e-01    6.4693e+01    4.8711e-01    4.3135e-01    5.1195e-01    4.8805e-01    4.2562e-01    5.7438e-01    6.0602e-01    3.9398e-01    3.4867e-01    4.1992e-01    2.2555e-01    2.7163e-01    
3.0000e+02    1.0000e+01    1.0000e-01    3.0000e+01    3.0000e+02    2.2856e+02    1.5602e+00    3.2550e+00    3.8726e-01    5.0409e-01    4.8677e+01    5.5248e-01    5.0874e-01    3.6375e-01    4.8884e-01    3.3743e+01    6.0109e-01    5.9162e-01    4.0839e-01    5.1862e-01    6.2904e+01    5.0181e-01    4.5189e-01    3.6336e-01    4.8851e-01    3.3332e+01    6.0359e-01    5.9442e-01    4.0255e-01    5.1459e-01    5.9016e+01    5.1520e-01    4.6580e-01    3.6466e-01    4.8883e-01    3.4374e+01    5.9683e-01    5.8714e-01    4.1679e-01    5.2541e-01    6.8667e+01    4.8373e-01    4.3348e-01    4.8787e-01    5.1213e-01    4.0251e-01    5.9749e-01    5.8291e-01    4.1709e-01    3.6502e-01    4.7850e-01    2.3396e-01    3.0670e-01    



# Index 005: Re = 600.00, Pe =  60.00, B =   3.00
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    4.5406e+00    1.5525e+00    2.3111e+00    1.3326e-07    2.1182e-13    5.3410e+00    7.1835e-11    1.1898e-12    1.3128e-07    2.1900e-13    2.7406e+00    1.0611e-10    2.3974e-12    1.3492e-07    2.0576e-13    7.5359e+00    3.3971e-12    8.1910e-13    1.3017e-07    2.1735e-13    2.5923e+00    1.1762e-10    2.5153e-12    1.3507e-07    2.0854e-13    6.9710e+00    3.9678e-12    8.9746e-13    1.3350e-07    2.2309e-13    2.9372e+00    9.7018e-11    2.2786e-12    1.3298e-07    1.9816e-13    8.2536e+00    2.7517e-12    7.2027e-13    4.5774e-01    5.4226e-01    3.7229e-01    6.2771e-01    5.4788e-01    4.5212e-01    1.2337e-07    1.2961e-07    7.9465e-08    8.3484e-08    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    7.3839e+00    2.1079e+00    2.9096e+00    5.7380e-07    4.2105e-12    8.4655e+00    1.6815e-09    1.4921e-11    6.1385e-07    5.3467e-12    3.0743e+00    2.7133e-09    5.2175e-11    5.4748e-07    3.5054e-12    1.1811e+01    1.1696e-10    8.9038e-12    6.1895e-07    5.3586e-12    2.9857e+00    3.1992e-09    5.3842e-11    5.5578e-07    3.7765e-12    1.0537e+01    1.6556e-10    1.0752e-11    6.0953e-07    5.4187e-12    3.3942e+00    2.3471e-09    4.7894e-11    5.3357e-07    2.9372e-12    1.3809e+01    4.4417e-11    6.3809e-12    3.8292e-01    6.1708e-01    2.7431e-01    7.2569e-01    5.1309e-01    4.8691e-01    5.7512e-07    5.3371e-07    2.7284e-07    2.5319e-07    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    9.9056e+00    2.8127e+00    3.7713e+00    3.3470e-06    9.2099e-11    1.4222e+01    3.3043e-09    1.9427e-10    3.3328e-06    9.3705e-11    5.7160e+00    6.0640e-09    4.9180e-10    3.3522e-06    9.1513e-11    1.7325e+01    1.2203e-09    1.5847e-10    3.3348e-06    9.0022e-11    5.5510e+00    7.2178e-09    4.8651e-10    3.3495e-06    9.2524e-11    1.5998e+01    1.5767e-09    1.7350e-10    3.3741e-06    9.6495e-11    6.3576e+00    4.9450e-09    4.5534e-10    3.3259e-06    8.8694e-11    2.0312e+01    6.6275e-10    1.3100e-10    2.6725e-01    7.3275e-01    1.6997e-01    8.3003e-01    4.3638e-01    5.6362e-01    2.9034e-06    3.1518e-06    1.0322e-06    1.1206e-06    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.1939e+01    3.2285e+00    4.0724e+00    3.0721e-05    7.5518e-09    1.6585e+01    3.6660e-07    1.3660e-08    3.2256e-05    8.4869e-09    5.4940e+00    6.9855e-07    4.6343e-08    3.0167e-05    7.2258e-09    2.0450e+01    1.0571e-07    1.0600e-08    3.2095e-05    8.2829e-09    4.9950e+00    8.8503e-07    4.9748e-08    3.0482e-05    7.4279e-09    1.8548e+01    1.5657e-07    1.2014e-08    3.2360e-05    8.5526e-09    6.5411e+00    5.3906e-07    3.9225e-08    2.9284e-05    6.7177e-09    2.4955e+01    6.5095e-08    8.0758e-09    2.5843e-01    7.4157e-01    1.4482e-01    8.5518e-01    4.5454e-01    5.4546e-01    3.2365e-05    2.8452e-05    1.0025e-05    8.8125e-06    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.3780e+01    3.4720e+00    3.9316e+00    1.7616e-04    2.9950e-07    1.5457e+01    1.7973e-05    5.8128e-07    2.1303e-04    4.1156e-07    5.7578e+00    3.3566e-05    2.1444e-06    1.6041e-04    2.5808e-07    1.9042e+01    5.0984e-06    4.0659e-07    2.0853e-04    3.9546e-07    5.3739e+00    4.3270e-05    2.2076e-06    1.6975e-04    2.8242e-07    1.7252e+01    6.8738e-06    4.9110e-07    1.9938e-04    3.7826e-07    6.7832e+00    2.5591e-05    1.6729e-06    1.5077e-04    2.2449e-07    2.3719e+01    2.6422e-06    2.8394e-07    2.6987e-01    7.3013e-01    1.5111e-01    8.4889e-01    4.8781e-01    5.1219e-01    2.1650e-04    1.3460e-04    6.2357e-05    3.8767e-05    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.5661e+01    3.5422e+00    3.6421e+00    6.7326e-04    4.6766e-06    1.3265e+01    4.3471e-04    1.0576e-05    7.1005e-04    4.3414e-06    4.9956e+00    7.0455e-04    2.6071e-05    6.5412e-04    4.8439e-06    1.7393e+01    1.8845e-04    8.3547e-06    6.7879e-04    3.8825e-06    4.6987e+00    8.8518e-04    2.4788e-05    6.7196e-04    4.8615e-06    1.5260e+01    2.2472e-04    9.5571e-06    7.3484e-04    4.9420e-06    5.8800e+00    5.7937e-04    2.5214e-05    5.8957e-04    4.3532e-06    2.2264e+01    1.0110e-04    5.8656e-06    3.3297e-01    6.6703e-01    1.8890e-01    8.1110e-01    5.4925e-01    4.5075e-01    7.5658e-04    5.1164e-04    2.1359e-04    1.4444e-04    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.7332e+01    3.9049e+00    3.7942e+00    2.5505e-03    5.0876e-05    1.4401e+01    1.7806e-03    1.0598e-04    2.7198e-03    6.2109e-05    6.4098e+00    2.9857e-03    2.9061e-04    2.4691e-03    4.5730e-05    1.8061e+01    7.3437e-04    7.5953e-05    2.6957e-03    5.9829e-05    6.0357e+00    3.5944e-03    2.9729e-04    2.5222e-03    4.9189e-05    1.5977e+01    1.1546e-03    9.2353e-05    2.7279e-03    5.8579e-05    7.2598e+00    2.3625e-03    2.4201e-04    2.3069e-03    4.1143e-05    2.3424e+01    3.5236e-04    5.2690e-05    3.1417e-01    6.8583e-01    1.5857e-01    8.4143e-01    5.5823e-01    4.4177e-01    3.0058e-03    1.9020e-03    7.6976e-04    4.8707e-04    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.9039e+01    4.1198e+00    3.9085e+00    1.8045e-02    2.7631e-03    1.5496e+01    3.8544e-02    5.3210e-03    1.8710e-02    3.0567e-03    7.1123e+00    5.7954e-02    1.2729e-02    1.7690e-02    2.6103e-03    1.9857e+01    2.2609e-02    3.9282e-03    1.9191e-02    2.9906e-03    6.9833e+00    6.5618e-02    1.2685e-02    1.7790e-02    2.7145e-03    1.7315e+01    2.9712e-02    4.6810e-03    1.8269e-02    3.2457e-03    8.0139e+00    4.8361e-02    1.2004e-02    1.7691e-02    2.0137e-03    2.7113e+01    1.2683e-02    2.2232e-03    3.4221e-01    6.5779e-01    1.7612e-01    8.2388e-01    6.0828e-01    3.9172e-01    1.9305e-02    1.7740e-02    4.6860e-03    4.3059e-03    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.0695e+01    4.2204e+00    3.8476e+00    1.1181e-01    6.5367e-02    2.3352e+01    1.3751e-01    7.7470e-02    1.1322e-01    8.4879e-02    1.5670e+01    1.8505e-01    1.3979e-01    1.1094e-01    5.3426e-02    2.8053e+01    9.7599e-02    5.4045e-02    1.1247e-01    8.7516e-02    1.5940e+01    1.9181e-01    1.4142e-01    1.1165e-01    5.9972e-02    2.5157e+01    1.2064e-01    6.6743e-02    1.1168e-01    7.3890e-02    1.5792e+01    1.6308e-01    1.2309e-01    1.1204e-01    4.9463e-02    3.7459e+01    6.7580e-02    3.8105e-02    3.7964e-01    6.2036e-01    1.9585e-01    8.0415e-01    6.5108e-01    3.4892e-01    1.1079e-01    1.1148e-01    2.6250e-02    2.6413e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.1910e+01    4.3422e+00    4.2984e+00    2.1470e-01    3.0134e-01    4.6144e+01    2.4990e-01    1.6382e-01    2.0763e-01    3.8119e-01    3.5119e+01    3.3007e-01    2.4564e-01    2.1862e-01    2.5593e-01    5.2414e+01    1.8976e-01    1.2777e-01    2.0577e-01    4.1281e-01    3.5373e+01    3.4549e-01    2.5932e-01    2.1679e-01    2.7456e-01    4.8733e+01    2.2085e-01    1.4458e-01    2.0721e-01    3.4119e-01    3.4572e+01    3.0215e-01    2.2844e-01    2.2576e-01    2.3992e-01    6.3984e+01    1.3412e-01    1.0111e-01    3.6253e-01    6.3747e-01    1.9374e-01    8.0626e-01    6.0654e-01    3.9346e-01    2.0867e-01    3.4142e-01    4.8056e-02    7.8628e-02    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.3131e+01    4.4047e+00    4.7041e+00    3.5571e-01    7.0799e-01    8.3422e+01    3.1675e-01    2.0294e-01    3.4100e-01    8.4537e-01    6.3283e+01    4.1011e-01    2.8610e-01    3.6231e-01    6.4452e-01    9.2728e+01    2.6264e-01    1.7254e-01    3.3989e-01    8.8824e-01    6.3681e+01    4.2154e-01    2.9500e-01    3.5866e-01    6.7355e-01    8.7194e+01    2.9249e-01    1.8814e-01    3.4199e-01    7.7970e-01    6.3761e+01    3.8114e-01    2.6839e-01    3.7224e-01    6.1789e-01    1.0813e+02    2.0944e-01    1.4634e-01    3.1604e-01    6.8396e-01    1.6042e-01    8.3958e-01    5.5686e-01    4.4314e-01    3.2963e-01    5.0626e-01    7.4835e-02    1.1494e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.4176e+01    4.3980e+00    6.2004e+00    4.6867e-01    1.4149e+00    1.5041e+02    3.7596e-01    2.2010e-01    4.3340e-01    1.5577e+00    8.2770e+01    4.8007e-01    3.6086e-01    4.8263e-01    1.3553e+00    1.7863e+02    3.2274e-01    1.8542e-01    4.3332e-01    1.6262e+00    8.1837e+01    4.9182e-01    3.7348e-01    4.7464e-01    1.3777e+00    1.6251e+02    3.5158e-01    2.0276e-01    4.3326e-01    1.4572e+00    8.5867e+01    4.5309e-01    3.3735e-01    5.0452e-01    1.3688e+00    2.2091e+02    2.6739e-01    1.5675e-01    2.9439e-01    7.0561e-01    1.4995e-01    8.5005e-01    5.2206e-01    4.7794e-01    4.4590e-01    7.7029e-01    1.0139e-01    1.7515e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.5132e+01    4.4359e+00    6.2238e+00    4.9892e-01    1.9188e+00    1.3992e+02    4.1876e-01    2.9148e-01    4.6675e-01    2.0228e+00    7.6358e+01    5.1638e-01    4.4282e-01    5.1105e-01    1.8777e+00    1.6499e+02    3.7331e-01    2.5453e-01    4.6388e-01    2.0377e+00    7.4209e+01    5.2357e-01    4.5168e-01    5.0452e-01    1.8989e+00    1.5086e+02    3.9863e-01    2.7411e-01    4.7270e-01    1.9661e+00    8.1495e+01    4.9473e-01    4.1988e-01    5.2466e-01    1.8697e+00    2.0034e+02    3.2185e-01    2.1874e-01    2.8282e-01    7.1718e-01    1.4279e-01    8.5721e-01    5.0841e-01    4.9159e-01    4.5935e-01    6.4691e-01    1.0355e-01    1.4584e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    2.6168e+01    4.3492e+00    6.7841e+00    5.4894e-01    2.3711e+00    1.6115e+02    4.3087e-01    3.0624e-01    4.7218e-01    2.3639e+00    7.6909e+01    5.2161e-01    4.7973e-01    5.7538e-01    2.3739e+00    1.9311e+02    3.9097e-01    2.6942e-01    4.6816e-01    2.4114e+00    7.4767e+01    5.3067e-01    4.9176e-01    5.6094e-01    2.3646e+00    1.7516e+02    4.1241e-01    2.8825e-01    4.8052e-01    2.2870e+00    8.2254e+01    5.0151e-01    4.5478e-01    6.0856e-01    2.4535e+00    2.3846e+02    3.4800e-01    2.3586e-01    2.7504e-01    7.2496e-01    1.3957e-01    8.6043e-01    4.9494e-01    5.0506e-01    4.5380e-01    8.8640e-01    1.0434e-01    2.0381e-01    
