#Re    B    Pr    Pe    BPe    t    uh_rms    tdisp    mdisp    eta (local)    eta (global)    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    lam_Fr tdisp    lam_Fr mdisp    lam_Fr eta (local)    lam_Fr eta (global)    lam_Fr_vortz tdisp    lam_Fr_vortz mdisp    lam_Fr_vortz eta (local)    lam_Fr_vortz eta (global)    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    turb_Fr tdisp    turb_Fr mdisp    turb_Fr eta (local)    turb_Fr eta (global)    turb_Fr_vortz tdisp    turb_Fr_vortz mdisp    turb_Fr_vortz eta (local)    turb_Fr_vortz eta (global)    vlam    vturb    vlam_Fr    vturb_Fr    vlam_Fr_vortz    vturb_Fr_vortz    wrms    lam wrms    turb wrms    lam_Fr wrms    turb_Fr wrms    lam_Fr_vortz wrms    turb_Fr_vortz wrms    lam wrms wght    turb wrms wght    lam wrms eff wght    turb wrms eff wght    vortz_rms    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.0259e+01    4.6295e+00    3.8972e+00    1.0166e-01    4.3881e-02    3.5537e+01    5.2526e-01    5.5253e-01    1.0184e-01    4.8444e-02    2.9562e+01    5.6508e-01    6.2103e-01    1.0105e-01    2.7954e-02    5.6388e+01    3.5263e-01    3.3144e-01    1.0015e-01    5.1667e-02    2.8808e+01    5.8752e-01    6.4203e-01    1.0323e-01    3.5684e-02    4.2621e+01    4.5050e-01    4.5570e-01    1.0306e-01    4.6259e-02    3.1418e+01    5.4311e-01    5.9553e-01    8.1189e-02    1.2784e-02    8.9382e+01    1.6305e-01    1.2513e-01    7.7729e-01    2.2271e-01    5.1285e-01    4.8715e-01    9.2895e-01    7.1053e-02    9.7424e-02    8.2644e-02    2.1044e-02    1.7851e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.1406e+01    4.5993e+00    3.9349e+00    1.9267e-01    1.0075e-01    7.3393e+01    5.8902e-01    5.7854e-01    1.9202e-01    1.1212e-01    6.8488e+01    6.3158e-01    6.2079e-01    1.9474e-01    6.4457e-02    8.9047e+01    4.2563e-01    4.1991e-01    1.9527e-01    1.2328e-01    6.7535e+01    6.5470e-01    6.4608e-01    1.9002e-01    7.8090e-02    7.9282e+01    5.1460e-01    4.9621e-01    1.9119e-01    1.0482e-01    6.9783e+01    6.0697e-01    6.0032e-01    2.1019e-01    5.0108e-02    1.1832e+02    2.8228e-01    2.9751e-01    7.6144e-01    2.3856e-01    5.0134e-01    4.9866e-01    9.2563e-01    7.4368e-02    1.9889e-01    1.9306e-01    4.3244e-02    4.1977e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.2299e+01    4.6112e+00    5.6626e+00    4.0163e-01    2.5130e-01    1.9507e+02    6.0300e-01    5.6299e-01    3.2951e-01    2.1093e-01    1.1897e+02    6.3626e-01    6.3938e-01    5.5754e-01    3.6578e-01    4.1085e+02    4.9673e-01    4.7098e-01    3.0702e-01    2.0332e-01    1.0521e+02    6.5040e-01    6.5899e-01    4.7885e-01    2.9996e-01    2.8618e+02    5.5079e-01    5.1175e-01    3.5686e-01    2.2590e-01    1.3846e+02    6.2331e-01    6.2000e-01    6.5725e-01    4.5377e-01    6.4627e+02    4.0639e-01    4.1250e-01    7.3929e-01    2.6071e-01    5.0349e-01    4.9651e-01    8.8853e-01    1.1147e-01    2.9144e-01    1.1026e+00    6.3203e-02    2.3911e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.3171e+01    4.4470e+00    5.1896e+00    3.4915e-01    2.6097e-01    1.6571e+02    6.2465e-01    6.1163e-01    3.1836e-01    2.4629e-01    1.1830e+02    6.5719e-01    6.7552e-01    4.1784e-01    2.9860e-01    2.8727e+02    5.3218e-01    5.0967e-01    3.0741e-01    2.4314e-01    1.0670e+02    6.6705e-01    6.9501e-01    3.8451e-01    2.7784e-01    2.2157e+02    5.8166e-01    5.5634e-01    3.3204e-01    2.5385e-01    1.3516e+02    6.4507e-01    6.5256e-01    4.5355e-01    3.1214e-01    3.8544e+02    4.5130e-01    4.4746e-01    7.1946e-01    2.8054e-01    4.8631e-01    5.1369e-01    8.7794e-01    1.2206e-01    2.9922e-01    5.4066e-01    6.7285e-02    1.2158e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.4273e+01    4.3737e+00    4.2452e+00    3.4985e-01    2.1763e-01    1.3030e+02    6.3039e-01    6.2550e-01    3.3870e-01    2.2106e-01    1.1057e+02    6.5660e-01    6.6658e-01    3.8429e-01    2.0633e-01    1.9526e+02    5.3510e-01    5.1379e-01    3.3365e-01    2.2345e-01    1.0222e+02    6.6748e-01    6.8612e-01    3.6700e-01    2.1117e-01    1.6145e+02    5.8650e-01    5.6671e-01    3.4427e-01    2.2177e-01    1.2030e+02    6.4630e-01    6.4831e-01    4.0260e-01    1.7524e-01    2.3274e+02    4.3508e-01    4.2953e-01    7.6706e-01    2.3294e-01    5.2601e-01    4.7399e-01    9.1108e-01    8.8916e-02    3.2751e-01    4.1290e-01    7.4880e-02    9.4405e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.5420e+01    4.3584e+00    4.3308e+00    4.2087e-01    2.4605e-01    1.6126e+02    6.1838e-01    6.0408e-01    4.0689e-01    2.3815e-01    1.3592e+02    6.3874e-01    6.3665e-01    4.6297e-01    2.7143e-01    2.4275e+02    5.4780e-01    5.2789e-01    4.0148e-01    2.3691e-01    1.2727e+02    6.4711e-01    6.5053e-01    4.3954e-01    2.5525e-01    1.9551e+02    5.8801e-01    5.6627e-01    4.1451e-01    2.4613e-01    1.4845e+02    6.3241e-01    6.2377e-01    4.8045e-01    2.4523e-01    2.9080e+02    4.5273e-01    4.5750e-01    7.6279e-01    2.3721e-01    5.0195e-01    4.9805e-01    9.1003e-01    8.9968e-02    3.9492e-01    4.9727e-01    9.0612e-02    1.1409e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.6486e+01    4.1944e+00    4.8443e+00    5.4508e-01    3.8002e-01    2.1243e+02    6.4718e-01    6.4143e-01    4.7601e-01    3.3568e-01    1.5996e+02    6.6205e-01    6.7726e-01    7.0329e-01    5.0420e-01    3.5938e+02    6.0358e-01    5.8385e-01    4.5833e-01    3.2132e-01    1.4482e+02    6.6910e-01    6.8932e-01    6.1866e-01    4.3776e-01    2.7894e+02    6.2487e-01    6.1080e-01    5.0146e-01    3.6255e-01    1.8114e+02    6.5709e-01    6.6682e-01    8.2538e-01    5.2708e-01    4.7574e+02    5.5680e-01    5.2560e-01    7.3686e-01    2.6314e-01    4.9587e-01    5.0413e-01    8.9378e-01    1.0622e-01    4.5023e-01    8.1285e-01    1.0734e-01    1.9380e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.7457e+01    3.9937e+00    5.5241e+00    5.5719e-01    4.1320e-01    2.3263e+02    6.4427e-01    6.3980e-01    4.5221e-01    3.1498e-01    1.4789e+02    6.5929e-01    6.8050e-01    7.5078e-01    6.4792e-01    4.3515e+02    6.0689e-01    5.9822e-01    4.3287e-01    2.9842e-01    1.3456e+02    6.6712e-01    6.8922e-01    6.4579e-01    5.1260e-01    3.1756e+02    6.2381e-01    6.1747e-01    4.8408e-01    3.4748e-01    1.6982e+02    6.5219e-01    6.7172e-01    9.2931e-01    8.9077e-01    6.8909e+02    5.8351e-01    5.6383e-01    7.0500e-01    2.9500e-01    4.6408e-01    5.3592e-01    8.7903e-01    1.2097e-01    4.2420e-01    1.0874e+00    1.0622e-01    2.7229e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.8474e+01    3.8319e+00    6.1953e+00    6.3791e-01    4.8712e-01    2.8892e+02    6.3135e-01    6.2769e-01    5.2711e-01    3.3928e-01    1.6365e+02    6.4604e-01    6.7461e-01    8.4250e-01    8.3399e-01    5.8286e+02    5.9547e-01    5.8862e-01    5.0481e-01    3.1730e-01    1.4744e+02    6.5285e-01    6.8274e-01    7.3426e-01    6.3473e-01    4.1191e+02    6.1206e-01    6.0645e-01    5.6236e-01    3.8519e-01    1.9165e+02    6.4064e-01    6.6776e-01    1.0062e+00    1.1676e+00    9.3841e+02    5.6545e-01    5.5442e-01    7.0116e-01    2.9884e-01    4.6503e-01    5.3497e-01    8.6974e-01    1.3026e-01    4.8907e-01    1.2541e+00    1.2763e-01    3.2728e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    3.9369e+01    3.5113e+00    8.9900e+00    6.5901e-01    6.6748e-01    4.7253e+02    6.2577e-01    5.8550e-01    5.4268e-01    4.1117e-01    1.9816e+02    6.5053e-01    6.7479e-01    8.1956e-01    1.1028e+00    9.3850e+02    5.8132e-01    5.4024e-01    5.2163e-01    3.7835e-01    1.7771e+02    6.5528e-01    6.8042e-01    7.4317e-01    8.7787e-01    6.8706e+02    6.0340e-01    5.6096e-01    5.7437e-01    4.6941e-01    2.3505e+02    6.4523e-01    6.6634e-01    9.2409e-01    1.4638e+00    1.4273e+03    5.4054e-01    5.0631e-01    6.2939e-01    3.7061e-01    4.2118e-01    5.7882e-01    8.0081e-01    1.9919e-01    5.0718e-01    1.2419e+00    1.4444e-01    3.5370e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    4.0408e+01    3.2039e+00    7.6188e+00    5.2122e-01    4.2729e-01    4.0093e+02    5.8944e-01    5.1591e-01    4.6171e-01    3.1886e-01    2.0490e+02    6.2795e-01    6.0879e-01    5.9939e-01    5.8965e-01    6.9447e+02    5.2655e-01    4.5919e-01    4.5081e-01    3.0592e-01    1.8671e+02    6.3715e-01    6.2099e-01    5.6372e-01    5.0904e-01    5.4523e+02    5.5500e-01    4.8284e-01    4.7630e-01    3.4422e-01    2.3824e+02    6.1604e-01    5.9098e-01    6.5315e-01    7.1450e-01    9.6347e+02    4.8640e-01    4.2581e-01    5.9958e-01    4.0042e-01    4.0249e-01    5.9751e-01    7.7567e-01    2.2433e-01    4.4600e-01    8.1996e-01    1.3921e-01    2.5593e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    4.1601e+01    2.8282e+00    6.9327e+00    4.1226e-01    3.2261e-01    3.7642e+02    5.4891e-01    4.6151e-01    3.6593e-01    2.5760e-01    2.1179e+02    5.8531e-01    5.4880e-01    4.7550e-01    4.2383e-01    6.3276e+02    4.8686e-01    4.0113e-01    3.5961e-01    2.4880e-01    1.9621e+02    5.9287e-01    5.5909e-01    4.4742e-01    3.7749e-01    5.1043e+02    5.1379e-01    4.2514e-01    3.7592e-01    2.7042e-01    2.3834e+02    5.7470e-01    5.3153e-01    5.1863e-01    5.0300e-01    8.5376e+02    4.4850e-01    3.7074e-01    6.0892e-01    3.9108e-01    4.2649e-01    5.7351e-01    7.7563e-01    2.2437e-01    3.5330e-01    6.5307e-01    1.2492e-01    2.3092e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    4.3014e+01    2.5747e+00    4.8154e+00    3.0217e-01    1.5508e-01    2.6615e+02    4.8169e-01    3.6817e-01    2.7755e-01    1.2750e-01    1.8249e+02    5.0403e-01    4.1129e-01    3.5386e-01    2.2065e-01    4.6494e+02    4.2393e-01    3.2184e-01    2.7351e-01    1.2321e-01    1.7147e+02    5.1131e-01    4.1812e-01    3.3009e-01    1.8918e-01    3.6742e+02    4.4785e-01    3.3988e-01    2.8374e-01    1.3337e-01    1.9975e+02    4.9560e-01    4.0036e-01    3.9038e-01    2.7791e-01    6.4170e+02    3.9387e-01    3.0221e-01    7.0383e-01    2.9617e-01    5.1684e-01    4.8316e-01    8.4977e-01    1.5023e-01    2.7055e-01    4.6810e-01    1.0508e-01    1.8180e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    4.4605e+01    2.4163e+00    3.4450e+00    2.4523e-01    9.8046e-02    2.0735e+02    4.4420e-01    3.2104e-01    2.2824e-01    8.2631e-02    1.6423e+02    4.5357e-01    3.3473e-01    3.1102e-01    1.6815e-01    4.0348e+02    3.9878e-01    2.9416e-01    2.2490e-01    7.9805e-02    1.5571e+02    4.5859e-01    3.3886e-01    2.7894e-01    1.3177e-01    3.0282e+02    4.1628e-01    3.0320e-01    2.3311e-01    8.6600e-02    1.7548e+02    4.4945e-01    3.3044e-01    3.6060e-01    2.3605e-01    5.9161e+02    3.7507e-01    2.8520e-01    8.1976e-01    1.8024e-01    6.4895e-01    3.5105e-01    9.2341e-01    7.6592e-02    2.2235e-01    4.2757e-01    9.2024e-02    1.7695e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    4.6370e+01    2.3476e+00    2.5017e+00    2.0451e-01    8.8364e-02    1.6986e+02    4.5787e-01    3.4220e-01    1.9626e-01    8.2000e-02    1.4908e+02    4.6486e-01    3.5486e-01    2.5233e-01    1.3041e-01    3.0717e+02    4.0866e-01    2.9802e-01    1.9485e-01    7.9261e-02    1.4389e+02    4.6644e-01    3.5519e-01    2.2499e-01    1.0912e-01    2.2909e+02    4.3769e-01    3.2264e-01    1.9876e-01    8.4243e-02    1.5677e+02    4.6116e-01    3.4954e-01    3.0536e-01    1.7978e-01    4.6042e+02    3.7736e-01    2.8082e-01    8.6854e-01    1.3146e-01    6.9518e-01    3.0482e-01    9.5687e-01    4.3127e-02    1.9364e-01    3.1009e-01    8.2482e-02    1.3209e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    4.8182e+01    2.2857e+00    2.3518e+00    1.9759e-01    9.4308e-02    1.5885e+02    4.7735e-01    3.7252e-01    1.8846e-01    8.7831e-02    1.4148e+02    4.8173e-01    3.8303e-01    2.5546e-01    1.4247e-01    2.8806e+02    4.4350e-01    3.3091e-01    1.8557e-01    8.3312e-02    1.3589e+02    4.8218e-01    3.8008e-01    2.2535e-01    1.2234e-01    2.1741e+02    4.6484e-01    3.6009e-01    1.9196e-01    9.0861e-02    1.4770e+02    4.7988e-01    3.8088e-01    3.1138e-01    1.8534e-01    4.5354e+02    4.0496e-01    2.9010e-01    8.8144e-01    1.1856e-01    7.1825e-01    2.8175e-01    9.6351e-01    3.6487e-02    1.8557e-01    3.1066e-01    8.1188e-02    1.3592e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    5.0007e+01    2.2107e+00    2.2753e+00    1.9308e-01    8.0922e-02    1.5090e+02    4.6379e-01    3.4907e-01    1.8523e-01    7.4928e-02    1.3638e+02    4.6850e-01    3.5459e-01    2.4223e-01    1.2411e-01    2.5549e+02    4.2835e-01    3.2695e-01    1.8246e-01    7.0986e-02    1.3102e+02    4.6965e-01    3.5141e-01    2.1813e-01    1.0658e-01    2.0225e+02    4.4831e-01    3.4512e-01    1.8832e-01    7.7574e-02    1.4233e+02    4.6621e-01    3.5277e-01    2.8781e-01    1.6492e-01    3.6596e+02    3.9832e-01    3.1065e-01    8.7813e-01    1.2187e-01    7.2088e-01    2.7912e-01    9.6167e-01    3.8332e-02    1.8144e-01    2.5742e-01    8.2073e-02    1.1644e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    5.2051e+01    2.2588e+00    2.1276e+00    1.7914e-01    6.6870e-02    1.2685e+02    4.6578e-01    3.4518e-01    1.7478e-01    6.3532e-02    1.1634e+02    4.6988e-01    3.5320e-01    2.1069e-01    9.3510e-02    2.1074e+02    4.3166e-01    3.0735e-01    1.7316e-01    6.1336e-02    1.1272e+02    4.7200e-01    3.5240e-01    1.9399e-01    8.1425e-02    1.6404e+02    4.4899e-01    3.3172e-01    1.7676e-01    6.5230e-02    1.2081e+02    4.6752e-01    3.5062e-01    2.4596e-01    1.2185e-01    3.2952e+02    4.0306e-01    2.6996e-01    8.8865e-01    1.1135e-01    7.2456e-01    2.7544e-01    9.7104e-01    2.8964e-02    1.7181e-01    2.2104e-01    7.6064e-02    9.7858e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    5.4016e+01    2.2485e+00    2.3299e+00    1.9119e-01    7.9458e-02    1.4131e+02    4.6460e-01    3.5991e-01    1.8154e-01    7.2494e-02    1.2624e+02    4.6880e-01    3.6478e-01    2.4764e-01    1.2743e-01    2.4518e+02    4.3458e-01    3.4200e-01    1.8003e-01    6.9526e-02    1.2113e+02    4.7149e-01    3.6467e-01    2.1464e-01    1.0228e-01    1.8769e+02    4.4837e-01    3.5271e-01    1.8472e-01    7.5237e-02    1.3236e+02    4.6638e-01    3.6241e-01    3.1400e-01    1.8718e-01    3.6978e+02    4.1655e-01    3.3608e-01    8.7325e-01    1.2675e-01    6.9676e-01    3.0324e-01    9.6229e-01    3.7707e-02    1.8159e-01    2.9301e-01    8.0760e-02    1.3031e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    5.6126e+01    2.1454e+00    1.9518e+00    1.5204e-01    5.4629e-02    1.2893e+02    4.3897e-01    2.9761e-01    1.4869e-01    5.1499e-02    1.2109e+02    4.4099e-01    2.9840e-01    1.8810e-01    9.2757e-02    2.2444e+02    4.1350e-01    2.9243e-01    1.4738e-01    4.9896e-02    1.1774e+02    4.4275e-01    2.9764e-01    1.6830e-01    7.2302e-02    1.7069e+02    4.2453e-01    2.9755e-01    1.5001e-01    5.2952e-02    1.2430e+02    4.3978e-01    2.9875e-01    2.2932e-01    1.3543e-01    3.5218e+02    3.9761e-01    2.7774e-01    9.2414e-01    7.5863e-02    7.8876e-01    2.1124e-01    9.7967e-01    2.0330e-02    1.4793e-01    2.0251e-01    6.8953e-02    9.4393e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    5.8252e+01    2.2193e+00    2.0170e+00    1.7896e-01    6.9816e-02    1.2811e+02    4.6206e-01    3.5275e-01    1.7076e-01    6.4932e-02    1.1830e+02    4.6427e-01    3.5437e-01    2.4555e-01    1.1792e-01    2.2470e+02    4.3966e-01    3.4418e-01    1.6880e-01    6.2276e-02    1.1423e+02    4.6584e-01    3.5282e-01    2.0844e-01    9.4174e-02    1.7292e+02    4.4964e-01    3.5258e-01    1.7350e-01    6.7237e-02    1.2254e+02    4.6315e-01    3.5429e-01    3.2925e-01    1.7212e-01    3.4866e+02    4.1658e-01    3.3050e-01    9.0783e-01    9.2167e-02    7.6363e-01    2.3637e-01    9.7540e-01    2.4596e-02    1.6567e-01    2.9155e-01    7.4651e-02    1.3137e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    6.0203e+01    2.1918e+00    2.1674e+00    1.8469e-01    7.2866e-02    1.4826e+02    4.5572e-01    3.2953e-01    1.7892e-01    6.8264e-02    1.3432e+02    4.6019e-01    3.3696e-01    2.2497e-01    1.0903e-01    2.5776e+02    4.1898e-01    2.9726e-01    1.7714e-01    6.5822e-02    1.2919e+02    4.6262e-01    3.3753e-01    2.0369e-01    9.1892e-02    1.9976e+02    4.3655e-01    3.1507e-01    1.8156e-01    7.0597e-02    1.4058e+02    4.5795e-01    3.3430e-01    2.5943e-01    1.3854e-01    3.7046e+02    3.8571e-01    2.7219e-01    8.8712e-01    1.1288e-01    7.2978e-01    2.7022e-01    9.6661e-01    3.3390e-02    1.7828e-01    2.3537e-01    8.1342e-02    1.0739e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    6.2356e+01    2.1015e+00    1.9725e+00    1.6061e-01    5.3607e-02    1.2725e+02    4.2721e-01    2.9641e-01    1.5535e-01    5.0304e-02    1.1738e+02    4.2998e-01    2.9999e-01    2.1030e-01    9.0193e-02    2.3652e+02    3.9532e-01    2.7607e-01    1.5343e-01    4.8707e-02    1.1355e+02    4.3156e-01    3.0019e-01    1.8446e-01    7.1495e-02    1.7727e+02    4.1095e-01    2.8740e-01    1.5743e-01    5.1780e-02    1.2138e+02    4.2841e-01    2.9904e-01    2.5794e-01    1.2725e-01    3.6403e+02    3.7584e-01    2.5901e-01    9.1720e-01    8.2796e-02    7.8499e-01    2.1501e-01    9.7580e-01    2.4201e-02    1.5213e-01    2.3543e-01    7.2391e-02    1.1203e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    6.4477e+01    2.2539e+00    2.2132e+00    1.6344e-01    6.5636e-02    1.2634e+02    4.5827e-01    3.4191e-01    1.5675e-01    6.1238e-02    1.1538e+02    4.6052e-01    3.4673e-01    2.0638e-01    9.8238e-02    2.0757e+02    4.4123e-01    3.2124e-01    1.5433e-01    5.8060e-02    1.1214e+02    4.5967e-01    3.4113e-01    1.8343e-01    8.3798e-02    1.6036e+02    4.5489e-01    3.4321e-01    1.5974e-01    6.3553e-02    1.1988e+02    4.5977e-01    3.4647e-01    2.5587e-01    1.3322e-01    3.3582e+02    4.0655e-01    2.8403e-01    8.8114e-01    1.1886e-01    7.0564e-01    2.9436e-01    9.7009e-01    2.9911e-02    1.4894e-01    2.3848e-01    6.6083e-02    1.0581e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    6.6310e+01    2.2454e+00    2.6897e+00    2.0731e-01    9.2928e-02    1.5424e+02    4.7254e-01    3.7598e-01    1.9168e-01    8.0756e-02    1.3189e+02    4.7629e-01    3.7976e-01    2.7592e-01    1.5765e-01    2.7305e+02    4.5210e-01    3.6604e-01    1.8956e-01    7.7231e-02    1.2728e+02    4.7697e-01    3.7764e-01    2.3941e-01    1.2490e-01    2.0914e+02    4.6340e-01    3.7390e-01    1.9622e-01    8.5085e-02    1.3843e+02    4.7509e-01    3.8066e-01    3.4874e-01    2.3087e-01    4.3214e+02    4.2530e-01    3.4821e-01    8.4170e-01    1.5830e-01    6.7067e-01    3.2933e-01    9.4619e-01    5.3806e-02    1.8725e-01    3.6699e-01    8.3396e-02    1.6344e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    6.8323e+01    2.2821e+00    2.5066e+00    1.9195e-01    8.2838e-02    1.5722e+02    4.6510e-01    3.4508e-01    1.8523e-01    7.6652e-02    1.3593e+02    4.7326e-01    3.6057e-01    2.2463e-01    1.1608e-01    2.7157e+02    4.1852e-01    2.9944e-01    1.8381e-01    7.3104e-02    1.2962e+02    4.7583e-01    3.6061e-01    2.0740e-01    1.0246e-01    2.1285e+02    4.4268e-01    3.2494e-01    1.8759e-01    7.9757e-02    1.4393e+02    4.6949e-01    3.5656e-01    2.6112e-01    1.4117e-01    4.0887e+02    3.7235e-01    2.5665e-01    8.4308e-01    1.5692e-01    6.6839e-01    3.3161e-01    9.4983e-01    5.0173e-02    1.8478e-01    2.4618e-01    8.0968e-02    1.0788e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.0147e+01    2.2692e+00    2.8426e+00    2.3150e-01    1.0689e-01    1.8045e+02    4.6979e-01    3.7200e-01    2.1477e-01    9.4414e-02    1.5059e+02    4.7600e-01    3.8536e-01    2.9931e-01    1.6705e-01    3.2447e+02    4.3861e-01    3.3986e-01    2.1154e-01    8.9971e-02    1.4382e+02    4.7709e-01    3.8483e-01    2.6568e-01    1.3940e-01    2.5085e+02    4.5544e-01    3.5722e-01    2.2016e-01    9.9189e-02    1.5999e+02    4.7367e-01    3.8270e-01    3.5615e-01    2.1705e-01    4.7313e+02    4.1039e-01    3.1448e-01    8.2826e-01    1.7174e-01    6.5777e-01    3.4223e-01    9.3467e-01    6.5327e-02    2.0694e-01    3.6971e-01    9.1198e-02    1.6293e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.1973e+01    2.1972e+00    2.9078e+00    2.0708e-01    9.7850e-02    1.7103e+02    4.6396e-01    3.6391e-01    1.9458e-01    8.7977e-02    1.4296e+02    4.7394e-01    3.8096e-01    2.5529e-01    1.4168e-01    2.9566e+02    4.1677e-01    3.2395e-01    1.9238e-01    8.5506e-02    1.3709e+02    4.7693e-01    3.8414e-01    2.3172e-01    1.2057e-01    2.3351e+02    4.3910e-01    3.4052e-01    1.9801e-01    9.0820e-02    1.5128e+02    4.6906e-01    3.7513e-01    2.9879e-01    1.8660e-01    4.2032e+02    3.9399e-01    3.0745e-01    8.1615e-01    1.8385e-01    6.4795e-01    3.5205e-01    9.2660e-01    7.3404e-02    1.9014e-01    3.3633e-01    8.6539e-02    1.5307e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.4133e+01    2.1073e+00    2.0485e+00    1.5098e-01    5.5411e-02    1.3132e+02    4.2420e-01    2.9675e-01    1.4753e-01    5.2026e-02    1.2190e+02    4.2700e-01    2.9913e-01    1.8072e-01    8.7790e-02    2.2141e+02    3.9649e-01    2.8392e-01    1.4656e-01    4.9257e-02    1.1751e+02    4.2793e-01    2.9536e-01    1.6411e-01    7.4733e-02    1.7466e+02    4.1226e-01    2.9966e-01    1.4894e-01    5.3873e-02    1.2611e+02    4.2569e-01    2.9933e-01    2.1149e-01    1.1030e-01    3.1739e+02    3.6701e-01    2.5789e-01    9.0536e-01    9.4642e-02    7.5845e-01    2.4155e-01    9.7275e-01    2.7247e-02    1.4373e-01    1.9090e-01    6.8204e-02    9.0590e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.6054e+01    2.2141e+00    2.6646e+00    2.1197e-01    9.3206e-02    1.6219e+02    4.6608e-01    3.6495e-01    1.9706e-01    8.2704e-02    1.3898e+02    4.7267e-01    3.7308e-01    2.8034e-01    1.5121e-01    2.9038e+02    4.2783e-01    3.4242e-01    1.9515e-01    8.0036e-02    1.3410e+02    4.7495e-01    3.7376e-01    2.4400e-01    1.2130e-01    2.2210e+02    4.4657e-01    3.5324e-01    2.0141e-01    8.5986e-02    1.4622e+02    4.6925e-01    3.7029e-01    3.4615e-01    2.1708e-01    4.3606e+02    4.0791e-01    3.3236e-01    8.4669e-01    1.5331e-01    6.8084e-01    3.1916e-01    9.4492e-01    5.5076e-02    1.9881e-01    3.5232e-01    8.9793e-02    1.5912e-01    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    7.7970e+01    2.1219e+00    2.2774e+00    1.7358e-01    6.9617e-02    1.4578e+02    4.4531e-01    3.2320e-01    1.6567e-01    6.3380e-02    1.3138e+02    4.4934e-01    3.2542e-01    2.2476e-01    1.1704e-01    2.5529e+02    4.1338e-01    3.1434e-01    1.6334e-01    6.0686e-02    1.2603e+02    4.5177e-01    3.2501e-01    1.9998e-01    9.5168e-02    2.0229e+02    4.2627e-01    3.1994e-01    1.6861e-01    6.5986e-02    1.3689e+02    4.4719e-01    3.2524e-01    2.6775e-01    1.5843e-01    3.6321e+02    3.9664e-01    3.0371e-01    8.8377e-01    1.1623e-01    7.4100e-01    2.5900e-01    9.6072e-01    3.9279e-02    1.6224e-01    2.6484e-01    7.6463e-02    1.2482e-01    
