#Re    B    Pr    Pe    BPe    lb    ub    uh_rms    uh_err    vortz_rms    vortz err    wrms    wrms err    tdisp    tdisp_err    mdisp    mdisp_err    eta (local)    eta (local) err    eta (global)    eta (global) err    lam wrms    lam wrms err    lam tdisp    lam tdisp err    lam mdisp    lam mdisp err    lam eta (local)    lam eta (local) err    lam eta (global)    lam eta (global) err    turb wrms    turb wrms err    turb tdisp    turb tdisp err    turb mdisp    turb mdisp err    turb eta (local)    turb eta (local) err    turb eta (global)    turb eta (global) err    lam_Fr wrms    lam_Fr wrms err    lam_Fr tdisp    lam_Fr tdisp err    lam_Fr mdisp    lam_Fr mdisp err    lam_Fr eta (local)    lam_Fr eta (local) err    lam_Fr eta (global)    lam_Fr eta (global) err    turb_Fr wrms    turb_Fr wrms err    turb_Fr tdisp    turb_Fr tdisp err    turb_Fr mdisp    turb_Fr mdisp err    turb_Fr eta (local)    turb_Fr eta (local) err    turb_Fr eta (global)    turb_Fr eta (global) err    lam_Fr_vortz wrms    lam_Fr_vortz wrms err    lam_Fr_vortz tdisp    lam_Fr_vortz tdisp err    lam_Fr_vortz mdisp    lam_Fr_vortz mdisp err    lam_Fr_vortz eta (local)    lam_Fr_vortz eta (local) err    lam_Fr_vortz eta (global)    lam_Fr_vortz eta (global) err    turb_Fr_vortz wrms    turb_Fr_vortz wrms    turb_Fr_vortz tdisp    turb_Fr_vortz tdisp    turb_Fr_vortz mdisp    turb_Fr_vortz mdisp err    turb_Fr_vortz eta (local)    turb_Fr_vortz eta (local) err    turb_Fr_vortz eta (global)    turb_Fr_vortz eta (global) err    vlam avg    vlam err    vturb avg    vturb err    vlam_Fr avg    vlam_Fr err    vturb_Fr avg    vturb_Fr err    vlam_Fr_vortz avg    vlam_Fr_vortz err    vturb_Fr_vortz avg    vturb_Fr_vortz err    lam wrms wght    lam wrms wght err    turb wrms wght    turb wrms wght err    lam wrms eff wght    lam wrms eff wght    turb wrms eff wght    turb wrms eff wght    

# Index 013: Re = 1000.00, Pe = 100.00
1.0000e+03    1.0000e+01    1.0000e-01    1.0000e+02    1.0000e+03    3.0000e+01    7.0000e+01    2.4315e+00    9.9153e-02    1.2182e+01    1.7923e+00    6.5385e-01    8.3191e-02    3.0027e+00    1.0123e+00    5.1052e+02    1.4159e+02    4.5871e-01    7.9959e-02    3.5710e-01    9.3393e-02    6.0237e-01    7.7300e-02    2.7578e+00    9.2100e-01    2.2439e+02    5.2982e+01    5.5279e-01    8.6215e-02    5.2684e-01    1.2616e-01    6.6639e-01    8.3376e-02    3.0639e+00    1.0315e+00    5.8246e+02    1.5490e+02    4.3081e-01    7.9993e-02    3.3238e-01    8.7841e-02    6.0146e-01    7.7332e-02    2.7628e+00    9.2267e-01    2.2173e+02    9.2267e-01    5.5575e-01    8.5967e-02    5.3006e-01    1.2671e-01    6.6153e-01    8.3283e-02    3.0388e+00    1.0236e+00    5.5407e+02    1.4967e+02    4.4161e-01    7.9897e-02    3.4149e-01    8.9846e-02    6.0442e-01    7.7232e-02    2.7499e+00    9.1835e-01    2.3028e+02    5.3812e+01    5.4641e-01    8.6695e-02    5.2008e-01    1.2508e-01    6.7447e-01    8.3581e-02    3.1111e+00    1.0459e+00    6.3169e+02    1.6385e+02    4.1336e-01    8.0082e-02    3.1829e-01    8.4774e-02    2.0656e-01    2.1071e-02    7.9344e-01    2.1071e-02    1.3512e-01    1.5010e-02    8.6488e-01    1.5010e-02    3.0915e-01    2.9334e-02    6.9085e-01    2.9334e-02    6.0018e-01    7.7920e-02    8.1659e-01    1.1884e-01    2.4694e-01    3.1040e-02    3.3584e-01    4.6560e-02    
# Index 014: Re = 1000.00, Pe = 100.00
1.0000e+03    1.0000e+02    1.0000e-01    1.0000e+02    1.0000e+04    9.0000e+01    1.1000e+02    2.7178e+00    9.2763e-03    7.1822e+00    4.0076e-01    2.8095e-01    2.3104e-02    2.3889e-01    2.3957e-02    4.0735e+02    2.5009e+01    4.7501e-01    6.6265e-05    3.6897e-01    9.1136e-03    2.3122e-01    1.7507e-02    1.7268e-01    1.5013e-02    2.2786e+02    8.6727e+00    4.9965e-01    5.6741e-04    4.3041e-01    1.2030e-02    3.5162e-01    2.8141e-02    3.5499e-01    3.5069e-02    7.2263e+02    4.1196e+01    4.2817e-01    6.0338e-04    3.2877e-01    9.2757e-03    2.2439e-01    1.7057e-02    1.5979e-01    1.4482e-02    2.0948e+02    1.4482e-02    5.0381e-01    2.6613e-05    4.3196e-01    1.2456e-02    3.2178e-01    2.6094e-02    3.0698e-01    2.9974e-02    5.7788e+02    3.3931e+01    4.4864e-01    7.0471e-04    3.4629e-01    8.8652e-03    2.4162e-01    1.8944e-02    1.8782e-01    1.6675e-02    2.5494e+02    1.0183e+01    4.9414e-01    4.0613e-04    4.2348e-01    1.1973e-02    3.9287e-01    2.7265e-02    4.2583e-01    3.6803e-02    9.6717e+02    3.7795e+01    3.9641e-01    4.2066e-03    3.0515e-01    1.0078e-02    6.3782e-01    9.2119e-03    3.6218e-01    9.2119e-03    4.6344e-01    7.8994e-03    5.3656e-01    7.8994e-03    7.8649e-01    1.2539e-02    2.1351e-01    1.2539e-02    2.2046e-01    1.7407e-02    5.4799e-01    1.2588e-02    8.1137e-02    6.6818e-03    2.0164e-01    5.3198e-03    
# Index 015: Re = 1000.00, Pe = 100.00
1.0000e+03    3.0000e+00    1.0000e-01    1.0000e+02    3.0000e+02    6.5000e+01    9.0000e+01    2.4773e+00    7.3276e-02    1.2217e+01    1.0759e+00    7.3527e-01    7.7029e-02    7.2634e+00    2.0035e+00    4.8418e+02    8.0328e+01    4.1579e-01    4.3685e-02    3.0691e-01    6.0715e-02    6.8766e-01    7.1921e-02    7.0446e+00    1.9761e+00    2.2169e+02    3.6519e+01    5.1001e-01    4.5421e-02    4.7946e-01    7.8724e-02    7.4327e-01    7.7314e-02    7.3020e+00    2.0063e+00    5.2978e+02    8.3809e+01    3.9685e-01    4.3639e-02    2.8933e-01    5.8026e-02    6.8713e-01    7.1971e-02    7.0610e+00    1.9810e+00    2.2029e+02    1.9810e+00    5.1169e-01    4.5573e-02    4.8160e-01    7.9046e-02    7.4017e-01    7.7161e-02    7.2850e+00    2.0048e+00    5.1186e+02    8.2212e+01    4.0422e-01    4.3517e-02    2.9589e-01    5.8960e-02    6.8895e-01    7.1921e-02    7.0181e+00    1.9682e+00    2.2496e+02    3.6727e+01    5.0619e-01    4.5419e-02    4.7492e-01    7.8328e-02    7.4844e-01    7.7609e-02    7.3366e+00    2.0100e+00    5.6064e+02    8.6800e+01    3.8464e-01    4.4008e-02    2.7896e-01    5.6597e-02    1.4974e-01    1.1780e-02    8.5026e-01    1.1780e-02    9.6266e-02    8.6688e-03    9.0373e-01    8.6688e-03    2.2986e-01    1.5756e-02    7.7014e-01    1.5756e-02    6.8546e-01    7.1784e-02    8.7477e-01    9.9024e-02    2.7645e-01    2.4680e-02    3.5268e-01    3.3647e-02    
# Index 016: Re = 1000.00, Pe = 100.00
1.0000e+03    3.0000e+01    1.0000e-01    1.0000e+02    3.0000e+03    5.0000e+01    9.0000e+01    2.4389e+00    1.3289e-01    9.9099e+00    1.3450e+00    4.6469e-01    7.3784e-02    1.1264e+00    5.7411e-01    4.0880e+02    8.3501e+01    5.2847e-01    4.5689e-02    4.3683e-01    7.5644e-02    4.0991e-01    6.8184e-02    9.6043e-01    5.4649e-01    1.8232e+02    2.6769e+01    6.0405e-01    4.7669e-02    5.8756e-01    7.2460e-02    4.8957e-01    7.4419e-02    1.2078e+00    5.7931e-01    5.2039e+02    9.9517e+01    4.8568e-01    4.7779e-02    3.9718e-01    7.5370e-02    4.0772e-01    6.8625e-02    9.5462e-01    5.5154e-01    1.7709e+02    5.5154e-01    6.0897e-01    4.7498e-02    5.9265e-01    7.2213e-02    4.7972e-01    7.3819e-02    1.1750e+00    5.7540e-01    4.7439e+02    9.0745e+01    5.0243e-01    4.6924e-02    4.1198e-01    7.5555e-02    4.1417e-01    6.7826e-02    9.7040e-01    5.4094e-01    1.9305e+02    2.7069e+01    5.9465e-01    4.8232e-02    5.7696e-01    7.3302e-02    5.0584e-01    7.6013e-02    1.2651e+00    5.8950e-01    6.0239e+02    1.1879e+02    4.5949e-01    4.8700e-02    3.7489e-01    7.4709e-02    3.3497e-01    3.5628e-02    6.6503e-01    3.5628e-02    2.2524e-01    3.0936e-02    7.7476e-01    3.0936e-02    4.7723e-01    3.7004e-02    5.2277e-01    3.7004e-02    4.0568e-01    7.0542e-02    6.6869e-01    1.2568e-01    1.6631e-01    2.6843e-02    2.7335e-01    4.3073e-02    
# Index 017: Re = 1000.00, Pe = 100.00
1.0000e+03    3.0000e+02    1.0000e-01    1.0000e+02    3.0000e+04    1.0900e+02    1.2000e+02    2.9811e+00    1.8740e-02    3.6984e+00    2.0765e-01    1.5774e-01    1.3237e-02    5.5999e-02    4.4818e-03    4.7448e+02    3.3537e+01    3.9405e-01    8.0280e-03    2.6135e-01    1.8156e-03    1.3841e-01    1.1412e-02    4.6850e-02    2.9843e-03    3.9325e+02    2.6171e+01    3.9761e-01    7.9897e-03    2.6334e-01    5.5517e-04    2.8899e-01    1.7561e-02    1.4927e-01    1.2767e-02    1.3073e+03    4.5854e+01    3.5532e-01    5.4103e-03    2.5470e-01    9.6099e-03    1.3302e-01    9.9683e-03    4.1695e-02    3.0294e-03    3.6161e+02    3.0294e-03    3.9608e-01    7.0418e-03    2.5691e-01    1.5113e-03    2.1490e-01    2.1679e-02    9.8379e-02    1.0033e-02    8.0877e+02    7.3349e+01    3.8788e-01    1.1185e-02    2.6715e-01    2.2307e-03    1.4468e-01    1.1881e-02    5.0086e-02    3.2802e-03    4.2187e+02    2.7587e+01    3.9559e-01    7.7935e-03    2.6263e-01    1.9110e-05    3.8856e-01    1.3154e-02    2.4263e-01    1.6912e-02    2.1566e+03    9.8910e+00    3.4173e-01    8.9667e-03    2.5214e-01    1.4019e-02    9.1126e-01    6.1464e-03    8.8740e-02    6.1464e-03    7.4695e-01    5.6373e-03    2.5305e-01    5.6373e-03    9.6958e-01    4.0873e-03    3.0421e-02    4.0873e-03    1.3064e-01    9.2659e-03    4.8841e-01    5.7551e-02    4.3843e-02    3.3838e-03    1.6396e-01    2.0336e-02    



# Index 018: Re = 300.03, Pe =  30.00
3.0003e+02    1.0000e-02    1.0000e-01    3.0003e+01    3.0003e-01    3.7000e+02    4.6000e+02    2.2327e+00    1.1976e-01    6.9655e+00    6.6867e-01    9.7277e-01    7.4871e-02    1.5850e+01    3.4293e+00    1.5441e+02    2.6334e+01    4.9951e-02    1.0870e-02    1.0263e-02    1.9852e-03    9.0474e-01    7.0244e-02    1.5849e+01    3.6673e+00    7.5359e+01    1.2406e+01    7.6127e-02    1.6584e-02    2.0781e-02    4.4415e-03    9.7737e-01    7.5148e-02    1.5852e+01    3.4147e+00    1.5982e+02    2.6873e+01    4.7584e-02    1.0254e-02    9.9139e-03    1.8964e-03    9.0441e-01    7.0250e-02    1.5857e+01    3.6648e+00    7.5247e+01    3.6648e+00    7.6310e-02    1.6577e-02    2.0822e-02    4.4403e-03    9.7578e-01    7.5042e-02    1.5851e+01    3.4202e+00    1.5796e+02    2.6713e+01    4.8404e-02    1.0492e-02    1.0031e-02    1.9285e-03    9.0538e-01    7.0176e-02    1.5834e+01    3.6677e+00    7.5573e+01    1.2410e+01    7.5691e-02    1.6514e-02    2.0702e-02    4.4262e-03    9.7982e-01    7.5323e-02    1.5855e+01    3.4060e+00    1.6272e+02    2.7099e+01    4.6320e-02    9.8703e-03    9.7363e-03    1.8469e-03    6.4899e-02    7.3675e-03    9.3510e-01    7.3675e-03    4.3502e-02    4.2953e-03    9.5650e-01    4.2953e-03    9.6564e-02    1.2666e-02    9.0344e-01    1.2666e-02    8.9978e-01    7.2945e-02    1.1296e+00    9.8834e-02    4.0419e-01    3.9417e-02    5.0647e-01    4.2294e-02    
# Index 019: Re = 300.03, Pe =  30.00
3.0003e+02    1.0000e-01    1.0000e-01    3.0003e+01    3.0003e+00    2.6000e+02    4.6000e+02    2.1689e+00    1.1225e-01    7.1216e+00    9.0023e-01    9.3646e-01    8.1876e-02    1.1182e+01    2.3839e+00    1.6174e+02    3.8039e+01    1.7799e-01    2.1171e-02    6.6070e-02    1.1676e-02    8.6382e-01    8.6008e-02    1.1210e+01    2.5816e+00    7.9711e+01    2.0975e+01    2.4278e-01    2.6759e-02    1.2591e-01    2.0493e-02    9.4554e-01    8.0869e-02    1.1185e+01    2.3661e+00    1.7177e+02    3.8534e+01    1.6789e-01    1.9151e-02    6.2303e-02    1.0880e-02    8.6298e-01    8.6123e-02    1.1229e+01    2.5884e+00    7.9410e+01    2.5884e+00    2.4384e-01    2.7066e-02    1.2655e-01    2.0680e-02    9.4249e-01    8.1185e-02    1.1182e+01    2.3720e+00    1.6835e+02    3.8349e+01    1.7129e-01    1.9808e-02    6.3522e-02    1.1118e-02    8.6539e-01    8.5770e-02    1.1179e+01    2.5698e+00    8.0276e+01    2.0948e+01    2.4075e-01    2.6208e-02    1.2475e-01    2.0159e-02    9.5019e-01    8.0438e-02    1.1194e+01    2.3575e+00    1.7711e+02    3.8849e+01    1.6276e-01    1.8250e-02    6.0516e-02    1.0558e-02    1.1208e-01    1.9478e-02    8.8792e-01    1.9478e-02    7.6722e-02    1.3500e-02    9.2328e-01    1.3500e-02    1.6266e-01    2.8027e-02    8.3734e-01    2.8027e-02    8.6259e-01    8.8274e-02    1.0980e+00    8.9894e-02    3.9869e-01    4.5410e-02    5.0696e-01    4.2361e-02    
# Index 020: Re = 300.03, Pe =  30.00
3.0003e+02    1.0000e+00    1.0000e-01    3.0003e+01    3.0003e+01    1.4000e+02    2.8000e+02    2.1480e+00    1.7327e-01    6.2749e+00    1.3253e+00    8.2925e-01    1.0417e-01    5.3307e+00    1.3077e+00    1.3218e+02    5.3740e+01    4.1338e-01    3.8125e-02    2.9899e-01    4.1581e-02    7.5235e-01    1.0822e-01    5.1650e+00    1.4969e+00    6.6248e+01    2.8315e+01    4.9796e-01    3.6302e-02    4.5015e-01    4.5182e-02    8.5218e-01    9.9785e-02    5.4094e+00    1.2524e+00    1.4958e+02    5.5076e+01    3.8503e-01    2.9811e-02    2.7420e-01    3.6229e-02    7.4966e-01    1.0924e-01    5.1715e+00    1.5114e+00    6.5595e+01    1.5114e+00    5.0099e-01    3.7643e-02    4.5341e-01    4.6091e-02    8.4450e-01    1.0092e-01    5.3800e+00    1.2707e+00    1.4346e+02    5.4466e+01    3.9459e-01    3.2252e-02    2.8215e-01    3.7666e-02    7.5685e-01    1.0656e-01    5.1579e+00    1.4714e+00    6.7518e+01    2.8326e+01    4.9262e-01    3.4460e-02    4.4442e-01    4.4010e-02    8.6343e-01    9.8841e-02    5.4567e+00    1.2297e+00    1.5936e+02    5.6317e+01    3.7099e-01    2.7385e-02    2.6276e-01    3.4563e-02    2.2260e-01    6.2510e-02    7.7740e-01    6.2510e-02    1.5656e-01    4.7173e-02    8.4344e-01    4.7173e-02    3.1051e-01    7.7412e-02    6.8949e-01    7.7412e-02    7.4479e-01    1.0837e-01    1.0172e+00    1.1020e-01    3.4805e-01    5.1222e-02    4.7535e-01    5.3588e-02    
# Index 021: Re = 300.03, Pe =  30.00
3.0003e+02    1.0000e+01    1.0000e-01    3.0003e+01    3.0003e+02    6.0000e+01    1.6000e+02    2.4400e+00    1.6003e-01    5.8410e+00    7.4133e-01    6.1525e-01    8.2589e-02    1.0458e+00    2.0671e-01    1.3482e+02    3.1039e+01    5.1670e-01    8.0671e-03    4.3843e-01    1.1409e-02    5.6703e-01    7.5732e-02    9.6206e-01    2.0150e-01    7.3438e+01    1.4591e+01    5.8715e-01    7.8703e-03    5.6656e-01    1.1943e-02    6.3938e-01    8.3392e-02    1.0906e+00    2.0645e-01    1.6673e+02    3.5204e+01    4.7483e-01    6.7817e-03    3.9640e-01    9.3181e-03    5.6516e-01    7.5595e-02    9.5998e-01    2.0464e-01    7.2041e+01    2.0464e-01    5.9103e-01    8.1685e-03    5.7059e-01    1.2539e-02    6.2942e-01    8.3155e-02    1.0718e+00    2.0601e-01    1.5318e+02    3.3584e+01    4.9227e-01    7.7439e-03    4.1295e-01    1.0118e-02    5.7114e-01    7.5753e-02    9.6443e-01    1.9644e-01    7.6709e+01    1.4950e+01    5.7825e-01    7.1730e-03    5.5654e-01    1.0828e-02    6.5681e-01    8.4005e-02    1.1277e+00    2.0919e-01    1.9223e+02    3.8190e+01    4.4534e-01    6.6638e-03    3.7022e-01    9.4743e-03    3.4852e-01    3.3644e-02    6.5148e-01    3.3644e-02    2.3109e-01    2.5772e-02    7.6891e-01    2.5772e-02    5.0399e-01    4.2432e-02    4.9601e-01    4.2432e-02    5.6699e-01    7.4860e-02    7.6935e-01    1.1179e-01    2.3316e-01    3.2864e-02    3.1626e-01    4.7413e-02    
# Index 022: Re = 300.03, Pe =  30.00
3.0003e+02    1.0000e+02    1.0000e-01    3.0003e+01    3.0003e+03    3.0000e+02    1.2000e+03    2.9185e+00    2.9566e-01    2.4755e+00    5.7775e-01    1.6989e-01    5.3544e-02    4.3180e-02    1.5415e-02    1.1130e+02    2.6039e+01    4.4507e-01    2.4378e-02    2.7496e-01    3.7740e-02    1.5043e-01    3.9179e-02    3.5332e-02    1.0019e-02    8.5073e+01    1.5310e+01    4.5348e-01    2.4471e-02    2.9043e-01    3.7091e-02    2.7767e-01    1.0675e-01    1.0643e-01    4.6903e-02    3.2981e+02    7.3049e+01    3.6173e-01    3.5239e-02    2.3623e-01    5.0150e-02    1.4403e-01    3.6054e-02    3.1010e-02    8.5618e-03    7.4939e+01    8.5618e-03    4.6008e-01    2.5908e-02    2.9037e-01    3.7620e-02    2.2218e-01    7.7784e-02    7.5360e-02    2.8561e-02    2.0877e+02    4.3911e+01    3.9955e-01    2.5735e-02    2.5924e-01    4.3185e-02    1.5773e-01    4.4013e-02    3.8622e-02    1.1781e-02    9.5656e+01    1.8454e+01    4.4830e-01    2.4691e-02    2.8419e-01    3.8667e-02    3.6862e-01    1.4745e-01    1.6789e-01    8.0436e-02    5.7632e+02    1.2843e+02    3.1852e-01    4.3625e-02    2.1732e-01    5.5879e-02    8.9696e-01    3.5173e-02    1.0304e-01    3.5173e-02    7.2814e-01    7.6094e-02    2.7186e-01    7.6094e-02    9.6961e-01    1.4546e-02    3.0393e-02    1.4546e-02    1.4518e-01    3.6227e-02    3.7962e-01    1.8678e-01    4.9566e-02    1.0422e-02    1.2949e-01    6.1319e-02    
# Index 023: Re = 300.03, Pe =  30.00
3.0003e+02    1.0000e+03    1.0000e-01    3.0003e+01    3.0003e+04    8.0000e+02    1.3000e+03    3.8050e+00    2.2206e-01    1.7668e+00    1.8204e-01    2.1253e-02    2.2562e-03    2.7325e-03    5.8170e-04    1.6636e+02    2.7142e+01    2.7193e-01    2.9754e-02    1.4159e-01    2.4392e-02    2.1234e-02    2.2359e-03    2.7146e-03    5.6477e-04    1.6553e+02    2.6672e+01    2.7191e-01    2.9784e-02    1.4146e-01    2.4263e-02    2.5038e-02    8.1171e-03    1.0862e-02    6.2452e-03    4.0693e+02    2.4507e+02    3.6173e-01    1.3993e-01    2.4706e-01    1.4361e-01    2.0680e-02    2.0421e-03    2.2618e-03    3.9327e-04    1.5523e+02    3.9327e-04    2.6382e-01    3.0083e-02    1.2808e-01    2.0794e-02    2.5700e-02    3.4324e-03    6.8076e-03    1.7114e-03    2.5959e+02    6.2172e+01    3.4145e-01    3.6166e-02    2.1014e-01    4.0874e-02    2.1253e-02    2.2562e-03    2.7323e-03    5.8155e-04    1.6636e+02    2.7144e+01    2.7193e-01    2.9754e-02    1.4159e-01    2.4387e-02    3.1795e-02    9.4130e-03    4.9874e-02    1.8964e-02    1.2451e+03    6.7821e+02    3.1014e-01    7.1710e-02    3.0806e-01    7.1430e-02    9.9769e-01    3.0156e-03    2.3108e-03    3.0156e-03    8.9594e-01    4.2695e-02    1.0406e-01    4.2695e-02    1.0000e+00    1.6412e-05    3.1777e-06    1.6412e-05    1.8375e-02    2.0208e-03    2.4310e-02    3.0431e-03    4.8326e-03    4.7987e-04    6.4129e-03    9.0365e-04    
# Index 024: Re = 300.03, Pe =  30.00
3.0003e+02    1.0000e+04    1.0000e-01    3.0003e+01    3.0003e+05    1.0500e+03    1.4500e+03    2.7670e+00    3.2453e-01    1.6354e+00    1.1749e-01    4.1060e-03    4.2960e-04    6.7048e-05    1.2107e-05    1.3842e+02    1.3567e+01    1.5469e-01    1.0747e-02    4.6006e-02    5.1874e-03    4.1060e-03    4.2960e-04    6.7048e-05    1.2107e-05    1.3842e+02    1.3567e+01    1.5469e-01    1.0747e-02    4.6006e-02    5.1874e-03    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    4.1053e-03    4.2943e-04    6.6289e-05    1.2055e-05    1.3840e+02    1.2055e-05    1.5384e-01    1.0507e-02    4.5503e-02    5.1021e-03    3.6862e-03    1.2916e-03    5.9943e-04    1.3224e-04    1.0531e+02    6.4218e+01    5.0893e-01    8.9917e-02    4.0093e-01    1.3637e-01    4.1060e-03    4.2960e-04    6.7048e-05    1.2107e-05    1.3842e+02    1.3567e+01    1.5469e-01    1.0747e-02    4.6006e-02    5.1874e-03    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    1.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    9.9853e-01    1.3898e-03    1.4670e-03    1.3898e-03    1.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00    2.9978e-03    3.9466e-04    5.0927e-03    5.9497e-04    1.0890e-03    1.2831e-04    1.8669e-03    3.1500e-04    
# Index 025: Re = 300.03, Pe =  30.00
3.0003e+02    3.0000e+01    1.0000e-01    3.0003e+01    9.0009e+02    5.0000e+01    3.0000e+02    2.9427e+00    2.3098e-01    5.0461e+00    1.1997e+00    4.4391e-01    1.0122e-01    3.3992e-01    1.1738e-01    1.4993e+02    4.6627e+01    4.8927e-01    1.7229e-02    4.0174e-01    1.9940e-02    3.9186e-01    7.7857e-02    2.7432e-01    8.5376e-02    8.6184e+01    1.6814e+01    5.2521e-01    2.4119e-02    4.8119e-01    3.4095e-02    4.9429e-01    1.1276e-01    4.1119e-01    1.3707e-01    2.1930e+02    6.1008e+01    4.4379e-01    1.9863e-02    3.5613e-01    2.3534e-02    3.8737e-01    7.7533e-02    2.6458e-01    8.3700e-02    8.2227e+01    8.3700e-02    5.2837e-01    2.3954e-02    4.8382e-01    3.4096e-02    4.6950e-01    1.0677e-01    3.7752e-01    1.2685e-01    1.8353e+02    5.3386e+01    4.6715e-01    1.8338e-02    3.7808e-01    2.1258e-02    4.0109e-01    8.0138e-02    2.8960e-01    8.9724e-02    9.4939e+01    1.8488e+01    5.1672e-01    2.3748e-02    4.7067e-01    3.3741e-02    5.4242e-01    1.2551e-01    4.7365e-01    1.5911e-01    2.9809e+02    7.9895e+01    3.9936e-01    2.2269e-02    3.1877e-01    2.7448e-02    5.4175e-01    7.3941e-02    4.5825e-01    7.3941e-02    3.5098e-01    6.5518e-02    6.4902e-01    6.5518e-02    7.4460e-01    6.3480e-02    2.5540e-01    6.3480e-02    3.8317e-01    7.7547e-02    6.7686e-01    1.9785e-01    1.3008e-01    2.3451e-02    2.2881e-01    5.9924e-02    
# Index 026: Re = 300.03, Pe =  30.00
3.0003e+02    3.0000e+02    1.0000e-01    3.0003e+01    9.0009e+03    3.0000e+02    9.0000e+02    3.5035e+00    2.7729e-01    1.6773e+00    1.6779e-01    4.0474e-02    1.5708e-02    7.6982e-03    2.0861e-03    1.1224e+02    1.9169e+01    3.6310e-01    2.4565e-02    1.6929e-01    2.4075e-02    3.9270e-02    1.3633e-02    7.4341e-03    1.9075e-03    1.0793e+02    1.7802e+01    3.6410e-01    2.4995e-02    1.7007e-01    2.3752e-02    7.4656e-02    5.1319e-02    2.1492e-02    8.9769e-03    3.3230e+02    1.1385e+02    3.0419e-01    5.5399e-02    1.6725e-01    5.2836e-02    3.7059e-02    1.2529e-02    5.9286e-03    1.5173e-03    9.0771e+01    1.5173e-03    3.6390e-01    2.6628e-02    1.6324e-01    2.0657e-02    5.4790e-02    2.4270e-02    1.7310e-02    4.1413e-03    2.2845e+02    3.8259e+01    3.5913e-01    3.0863e-02    1.8662e-01    3.9205e-02    4.0096e-02    1.4842e-02    7.6409e-03    2.0328e-03    1.1152e+02    1.8894e+01    3.6323e-01    2.4658e-02    1.6925e-01    2.4085e-02    1.1038e-01    1.0454e-01    4.1793e-02    2.9076e-02    5.7015e+02    4.4114e+02    2.6321e-01    7.7710e-02    2.0244e-01    8.1723e-02    9.8226e-01    8.2822e-03    1.7740e-02    8.2822e-03    8.4294e-01    4.8692e-02    1.5706e-01    4.8692e-02    9.9862e-01    1.1552e-03    1.3782e-03    1.1552e-03    3.5392e-02    1.3507e-02    6.4055e-02    5.4108e-02    1.0019e-02    3.3133e-03    1.7972e-02    1.3888e-02    



# Index 027: Re = 1000.00, Pe =  10.00
1.0000e+03    1.0000e+01    1.0000e-02    1.0000e+01    1.0000e+02    3.5000e+01    4.0000e+01    2.4046e+00    0.0000e+00    1.1729e+01    0.0000e+00    5.7712e-01    0.0000e+00    3.2524e-01    0.0000e+00    4.4890e+02    0.0000e+00    5.4321e-01    0.0000e+00    4.2013e-01    0.0000e+00    5.3009e-01    0.0000e+00    3.0813e-01    0.0000e+00    2.1018e+02    0.0000e+00    6.4190e-01    0.0000e+00    5.9449e-01    0.0000e+00    5.8821e-01    0.0000e+00    3.2948e-01    0.0000e+00    5.0811e+02    0.0000e+00    5.1581e-01    0.0000e+00    3.9336e-01    0.0000e+00    5.2925e-01    0.0000e+00    3.0823e-01    0.0000e+00    2.0781e+02    0.0000e+00    6.4457e-01    0.0000e+00    5.9729e-01    0.0000e+00    5.8396e-01    0.0000e+00    3.2779e-01    0.0000e+00    4.8506e+02    0.0000e+00    5.2633e-01    0.0000e+00    4.0326e-01    0.0000e+00    5.3194e-01    0.0000e+00    3.0812e-01    0.0000e+00    2.1539e+02    0.0000e+00    6.3636e-01    0.0000e+00    5.8857e-01    0.0000e+00    5.9518e-01    0.0000e+00    3.3247e-01    0.0000e+00    5.4757e+02    0.0000e+00    4.9865e-01    0.0000e+00    3.7779e-01    0.0000e+00    1.9875e-01    0.0000e+00    8.0125e-01    0.0000e+00    1.3042e-01    0.0000e+00    8.6958e-01    0.0000e+00    2.9702e-01    0.0000e+00    7.0298e-01    0.0000e+00    5.2995e-01    0.0000e+00    7.2250e-01    0.0000e+00    2.2039e-01    0.0000e+00    3.0047e-01    0.0000e+00    
# Index 028: Re = 1000.00, Pe =  10.00
